client_no,attrition_flag,customer_age,gender,education_level,marital_status,income_category,card_category,months_on_book,months_inactive_12_mon,credit_limit,total_revolving_bal,total_trans_amt,avg_utilization_ratio
710424408,Existing Customer,63,M,Graduate,Married,Less than $40K,Blue,36,2,2743,1815,1210,0.662
709493283,Existing Customer,42,M,Unknown,Single,$120K +,Blue,32,2,4111,1233,1289,0.3
712489158,Existing Customer,36,F,Uneducated,Single,Unknown,Blue,18,3,3667,948,2781,0.259
719013108,Existing Customer,42,M,Graduate,Divorced,$40K - $60K,Blue,33,2,3178,1800,4605,0.566
721178583,Attrited Customer,37,F,Graduate,Unknown,Unknown,Blue,22,3,5674,0,1096,0
717769008,Existing Customer,38,M,Graduate,Married,$80K - $120K,Blue,36,3,11444,1278,2493,0.112
709986633,Existing Customer,29,M,High School,Married,$40K - $60K,Blue,36,1,1438.3,0,2144,0
721062408,Existing Customer,54,M,Uneducated,Divorced,$40K - $60K,Blue,34,3,6387,1597,1294,0.25
771349458,Existing Customer,33,M,Graduate,Married,$40K - $60K,Blue,20,3,5657,1792,1914,0.317
780557658,Existing Customer,63,F,Uneducated,Married,Unknown,Blue,54,3,11827,0,1395,0
771441558,Existing Customer,49,M,Post-Graduate,Married,$60K - $80K,Blue,37,3,2608,1589,2073,0.609
756409758,Existing Customer,44,F,Graduate,Married,Less than $40K,Blue,37,5,3203,2076,1433,0.648
720009558,Existing Customer,33,F,College,Single,Unknown,Gold,36,1,34516,1540,2574,0.045
778885158,Existing Customer,57,M,Uneducated,Married,$80K - $120K,Blue,38,3,2472,2457,1392,0.994
715543908,Existing Customer,52,F,Uneducated,Married,Less than $40K,Blue,43,3,2147,1173,1352,0.546
717591483,Existing Customer,52,F,Graduate,Single,Less than $40K,Blue,44,1,3416,2044,1924,0.598
715042608,Existing Customer,39,F,Doctorate,Married,Unknown,Blue,36,2,8058,791,2742,0.098
755959683,Existing Customer,50,F,Unknown,Unknown,Unknown,Blue,43,1,3410,2281,1296,0.669
715367058,Existing Customer,43,M,College,Unknown,$60K - $80K,Blue,37,2,19044,0,1780,0
714573258,Existing Customer,36,M,Post-Graduate,Single,$60K - $80K,Blue,30,2,1606,798,2229,0.497
712281183,Existing Customer,55,M,Graduate,Married,$120K +,Blue,36,2,24336,856,1425,0.035
717670758,Existing Customer,30,F,Graduate,Single,Less than $40K,Blue,20,2,5030,1327,2523,0.264
720666333,Existing Customer,36,M,Unknown,Married,$120K +,Blue,24,3,24577,0,1897,0
771556308,Existing Customer,26,F,High School,Single,Less than $40K,Blue,13,3,3517,1195,2255,0.34
708931908,Existing Customer,48,M,High School,Single,$40K - $60K,Blue,36,2,7400,636,1568,0.086
718894233,Existing Customer,53,F,Graduate,Married,$40K - $60K,Blue,36,2,2956,1391,2116,0.471
771544533,Attrited Customer,42,F,High School,Married,Unknown,Blue,30,1,3578,0,1015,0
708927108,Attrited Customer,53,M,Graduate,Married,$120K +,Blue,36,3,12778,507,1133,0.04
717831783,Existing Customer,58,F,Uneducated,Married,Less than $40K,Blue,45,3,1942,1536,1371,0.791
709288383,Existing Customer,32,M,Graduate,Divorced,$80K - $120K,Blue,26,1,29961,789,2337,0.026
710813733,Existing Customer,48,M,Uneducated,Married,$60K - $80K,Silver,35,3,33791,0,1546,0
721084833,Existing Customer,48,M,High School,Married,$40K - $60K,Silver,34,0,17657,2018,1682,0.114
711258108,Existing Customer,54,M,College,Married,$120K +,Blue,44,3,2821,2415,1419,0.856
710149008,Existing Customer,59,M,High School,Married,Less than $40K,Blue,47,3,1479,787,2139,0.532
711902058,Existing Customer,35,M,Graduate,Married,$60K - $80K,Blue,36,3,1438.3,0,2492,0
716757033,Existing Customer,37,M,Post-Graduate,Married,$40K - $60K,Blue,27,1,6859,1766,3045,0.257
712688433,Existing Customer,36,M,High School,Divorced,$120K +,Blue,36,2,3404,1568,2406,0.461
713203908,Existing Customer,26,M,Uneducated,Single,$40K - $60K,Blue,15,1,2158,1695,1833,0.785
711772008,Attrited Customer,35,F,Graduate,Single,Less than $40K,Blue,22,2,1890,666,1483,0.352
708799983,Attrited Customer,40,M,Post-Graduate,Married,$60K - $80K,Blue,36,3,18386,890,1698,0.048
778882758,Existing Customer,55,F,Unknown,Married,Unknown,Blue,36,5,3602,2013,1935,0.559
709157133,Existing Customer,39,M,Unknown,Divorced,$80K - $120K,Blue,34,1,3766,1049,1514,0.279
741344808,Existing Customer,39,F,Graduate,Married,Less than $40K,Blue,32,2,5634,2057,2905,0.365
739692933,Existing Customer,46,F,Unknown,Single,$40K - $60K,Blue,29,2,3126,2517,1638,0.805
766429908,Existing Customer,49,M,High School,Unknown,$60K - $80K,Blue,42,1,3017,786,1640,0.261
802087683,Existing Customer,32,M,Post-Graduate,Married,$60K - $80K,Blue,26,2,5478,1491,2456,0.272
712491108,Existing Customer,35,M,Post-Graduate,Married,$80K - $120K,Blue,20,3,13046,1177,2601,0.09
714767508,Existing Customer,39,M,Graduate,Married,$40K - $60K,Blue,31,3,8687,1146,2279,0.132
720376008,Existing Customer,53,F,Graduate,Married,Less than $40K,Blue,40,2,6174,1421,2043,0.23
779126658,Existing Customer,26,F,Graduate,Single,$40K - $60K,Blue,13,1,5655,0,2312,0
793222008,Existing Customer,32,M,High School,Married,$60K - $80K,Blue,26,2,5397,1784,2056,0.331
720812433,Existing Customer,54,M,College,Married,$120K +,Blue,46,1,28465,0,1693,0
717623583,Existing Customer,36,F,High School,Married,Less than $40K,Blue,27,2,3444,2441,2668,0.709
708878508,Existing Customer,45,F,High School,Married,Less than $40K,Blue,37,1,2104,1267,1732,0.602
710043408,Existing Customer,49,M,Graduate,Married,$80K - $120K,Blue,37,1,15610,2048,1916,0.131
789079758,Existing Customer,44,M,Doctorate,Unknown,$120K +,Blue,32,2,34516,1356,1531,0.039
721311333,Existing Customer,32,M,High School,Married,Unknown,Blue,22,1,16912,1590,2413,0.094
710749458,Existing Customer,64,F,Doctorate,Married,Less than $40K,Blue,53,1,5462,1864,1523,0.341
778275783,Existing Customer,37,F,Unknown,Unknown,Less than $40K,Blue,27,1,2868,1434,2909,0.5
799498158,Existing Customer,31,M,Post-Graduate,Married,$60K - $80K,Blue,22,1,2685,1580,1642,0.588
716334258,Existing Customer,49,F,Uneducated,Divorced,$40K - $60K,Blue,36,1,5238,1365,1834,0.261
716075208,Existing Customer,32,F,High School,Married,Less than $40K,Blue,22,2,4561,2029,1874,0.445
780276258,Existing Customer,53,M,High School,Married,$120K +,Blue,39,2,13091,985,1452,0.075
789282333,Existing Customer,62,F,Graduate,Married,Unknown,Blue,51,3,10826,1274,1355,0.118
811571733,Existing Customer,26,F,Unknown,Single,Unknown,Blue,13,2,2600,1876,2625,0.722
709429533,Existing Customer,49,F,Graduate,Divorced,Unknown,Blue,35,3,2561,0,2047,0
715247508,Existing Customer,30,F,Graduate,Married,Less than $40K,Blue,36,2,7087,1060,1712,0.15
718784358,Existing Customer,34,M,Uneducated,Single,$120K +,Blue,36,3,34516,2517,1969,0.073
751450008,Existing Customer,41,M,Post-Graduate,Single,$40K - $60K,Blue,32,2,10266,1390,1720,0.135
719227233,Existing Customer,27,F,Unknown,Single,Less than $40K,Blue,36,3,1553,723,1954,0.466
711050058,Existing Customer,33,F,Uneducated,Married,$40K - $60K,Blue,23,2,6732,0,1644,0
779040408,Existing Customer,56,M,High School,Married,$120K +,Blue,37,1,12181,1702,1478,0.14
714024858,Existing Customer,36,M,High School,Married,$80K - $120K,Blue,27,1,7056,0,1739,0
789849108,Existing Customer,35,M,Graduate,Single,$60K - $80K,Blue,25,1,14365,0,2290,0
710391258,Existing Customer,27,M,Graduate,Married,$40K - $60K,Blue,36,2,11473,829,2147,0.072
718830183,Existing Customer,46,M,High School,Single,$60K - $80K,Blue,38,2,23996,2517,1339,0.105
779696883,Existing Customer,48,M,Graduate,Divorced,$60K - $80K,Blue,33,2,2998,1789,1825,0.597
719249733,Existing Customer,54,M,Unknown,Single,$80K - $120K,Blue,36,2,30011,1232,1676,0.041
737971833,Existing Customer,38,M,Graduate,Married,$60K - $80K,Blue,31,3,2405,1553,2503,0.646
772468983,Existing Customer,36,M,Post-Graduate,Married,$80K - $120K,Blue,26,4,21927,1291,1946,0.059
710990283,Existing Customer,56,M,High School,Married,$80K - $120K,Blue,36,1,3906,1851,1839,0.474
808750458,Existing Customer,32,M,Doctorate,Single,$60K - $80K,Blue,27,3,10029,606,2192,0.06
719692983,Existing Customer,36,M,Doctorate,Married,$60K - $80K,Blue,30,3,4934,1504,2747,0.305
719125158,Existing Customer,35,F,High School,Single,Less than $40K,Silver,15,2,13882,1452,2685,0.105
787509408,Existing Customer,26,M,College,Single,Unknown,Blue,13,3,2347,0,2595,0
719206308,Existing Customer,32,M,High School,Married,$60K - $80K,Blue,24,2,4116,1223,1657,0.297
717141858,Existing Customer,56,F,High School,Single,$40K - $60K,Blue,36,1,13904,625,3151,0.045
713172408,Existing Customer,54,M,Unknown,Married,$80K - $120K,Blue,43,2,32558,2016,1440,0.062
720314583,Existing Customer,54,M,Unknown,Married,$80K - $120K,Blue,44,1,12902,1860,1273,0.144
708347583,Existing Customer,37,F,Uneducated,Married,Less than $40K,Blue,36,1,2509,1144,1804,0.456
711006783,Existing Customer,38,F,Graduate,Single,Less than $40K,Blue,22,3,2484,2149,1200,0.865
718274283,Existing Customer,35,M,College,Single,$60K - $80K,Blue,36,1,2780,0,2469,0
803977008,Existing Customer,39,M,Unknown,Married,$60K - $80K,Blue,34,2,5219,1826,1715,0.35
715216908,Existing Customer,48,M,Doctorate,Single,$80K - $120K,Blue,36,3,18102,1381,1486,0.076
779611008,Existing Customer,29,M,Graduate,Married,$40K - $60K,Blue,18,3,4532,0,1885,0
811467708,Existing Customer,33,M,Graduate,Married,$80K - $120K,Blue,28,2,22399,1431,2390,0.064
812597508,Existing Customer,39,F,High School,Married,$40K - $60K,Blue,34,5,4489,2498,2153,0.556
718651083,Existing Customer,35,F,Graduate,Single,Unknown,Blue,25,1,10329,514,2461,0.05
708577308,Existing Customer,43,F,Unknown,Divorced,Less than $40K,Blue,36,2,2637,1272,1569,0.482
813990483,Existing Customer,27,F,High School,Married,Less than $40K,Blue,22,1,1864,1384,1662,0.742
816319008,Existing Customer,52,F,Graduate,Single,Unknown,Blue,47,3,13276,1917,1901,0.144
789627258,Existing Customer,31,M,Graduate,Single,$40K - $60K,Blue,25,3,1935,1033,2498,0.534
713346558,Existing Customer,45,M,Graduate,Divorced,$60K - $80K,Blue,37,2,6784,891,1900,0.131
708744933,Existing Customer,35,M,High School,Married,$60K - $80K,Blue,36,2,19127,1880,1859,0.098
708828258,Existing Customer,55,M,College,Married,$120K +,Blue,37,2,32641,1551,1327,0.048
713511108,Existing Customer,61,M,Uneducated,Married,$40K - $60K,Blue,47,3,1438.3,847,1397,0.589
710208633,Existing Customer,37,F,Graduate,Married,Less than $40K,Blue,31,2,2417,1929,1773,0.798
824165658,Existing Customer,38,M,Unknown,Married,$80K - $120K,Blue,34,1,19259,2266,1388,0.118
826513233,Existing Customer,54,F,Unknown,Married,Less than $40K,Blue,50,2,3796,2396,2069,0.631
788789658,Existing Customer,40,M,Unknown,Unknown,$80K - $120K,Blue,22,1,4042,1744,1471,0.431
717837858,Existing Customer,47,M,College,Married,$120K +,Blue,34,1,17603,1063,2902,0.06
709382958,Existing Customer,55,F,Graduate,Married,$40K - $60K,Blue,46,1,2894,2077,1017,0.718
716253858,Existing Customer,37,M,Post-Graduate,Married,$80K - $120K,Blue,26,1,16730,1956,1740,0.117
713725683,Existing Customer,36,F,College,Single,Less than $40K,Blue,27,3,3282,1843,2614,0.562
710364258,Existing Customer,53,F,Uneducated,Married,Unknown,Blue,41,2,15815,1217,2135,0.077
816033783,Existing Customer,26,M,High School,Single,$60K - $80K,Blue,21,2,1672,957,2099,0.572
715065483,Existing Customer,45,F,Graduate,Divorced,Less than $40K,Blue,36,3,8121,1595,1914,0.196
718751133,Existing Customer,36,F,Unknown,Married,Less than $40K,Blue,26,1,3182,2435,1670,0.765
713983308,Existing Customer,60,M,Post-Graduate,Married,$60K - $80K,Blue,49,1,3182,1928,1233,0.606
718418958,Attrited Customer,30,M,Post-Graduate,Divorced,Less than $40K,Blue,36,2,5061,0,1309,0
779367858,Existing Customer,39,M,High School,Married,$60K - $80K,Blue,28,3,6224,1898,3014,0.305
711285633,Existing Customer,33,F,Unknown,Single,Unknown,Blue,36,1,2735,1769,3306,0.647
714974658,Existing Customer,48,F,College,Married,Less than $40K,Blue,36,1,2464,1867,1219,0.758
716374308,Existing Customer,39,M,Graduate,Married,$60K - $80K,Blue,33,3,3477,1875,1897,0.539
713416233,Existing Customer,38,M,Graduate,Married,$80K - $120K,Blue,24,2,3242,2076,1841,0.64
797643708,Existing Customer,47,M,High School,Married,$120K +,Blue,41,1,27858,1314,1772,0.047
808292958,Existing Customer,26,M,Graduate,Single,Less than $40K,Blue,20,2,1438.3,495,2546,0.344
719831958,Existing Customer,49,M,College,Single,$120K +,Blue,36,2,34516,0,1793,0
708860358,Existing Customer,38,M,High School,Married,$80K - $120K,Blue,22,2,6361,694,1499,0.109
717385983,Existing Customer,30,M,Graduate,Married,Less than $40K,Blue,21,6,2490,0,1645,0
719049033,Existing Customer,53,M,High School,Married,$120K +,Blue,44,6,14057,1655,2073,0.118
717581658,Existing Customer,49,M,Unknown,Single,$60K - $80K,Blue,38,1,2461,1586,1729,0.644
714347508,Existing Customer,35,M,Uneducated,Single,$60K - $80K,Blue,21,3,7766,1278,2423,0.165
803833608,Existing Customer,40,M,Uneducated,Single,$40K - $60K,Silver,33,1,21308,564,1322,0.026
712576908,Existing Customer,30,M,High School,Married,$60K - $80K,Blue,36,2,4516,2252,1819,0.499
778511733,Existing Customer,42,F,College,Single,$40K - $60K,Blue,30,3,5424,1812,1634,0.334
721464783,Existing Customer,62,F,Graduate,Married,Less than $40K,Blue,36,2,1764,1540,2094,0.873
821179233,Attrited Customer,50,F,Post-Graduate,Single,$40K - $60K,Blue,46,3,1493,932,1554,0.624
713126733,Existing Customer,56,M,College,Married,$120K +,Blue,43,2,17539,2517,1220,0.144
719688408,Existing Customer,45,M,Graduate,Married,$80K - $120K,Silver,36,2,34516,0,3530,0
779811183,Existing Customer,35,F,Uneducated,Married,Less than $40K,Blue,25,1,2149,1118,1581,0.52
771086208,Existing Customer,57,F,Graduate,Married,Less than $40K,Blue,44,4,6256,1530,1629,0.245
715217733,Existing Customer,33,F,High School,Single,Unknown,Blue,25,1,11922,792,2154,0.066
813752433,Attrited Customer,43,F,Graduate,Single,Less than $40K,Blue,38,2,4075,1986,2449,0.487
711876333,Existing Customer,53,M,Graduate,Married,$80K - $120K,Blue,36,1,7290,2151,1312,0.295
715256658,Existing Customer,50,M,College,Single,$60K - $80K,Blue,36,3,5965,688,3382,0.115
711329658,Existing Customer,30,M,High School,Married,$120K +,Blue,13,1,9007,1965,1925,0.218
710227908,Existing Customer,37,F,Graduate,Single,Less than $40K,Blue,36,2,6077,1397,2837,0.23
716362008,Existing Customer,37,M,Doctorate,Married,$40K - $60K,Blue,29,3,1808,1009,1744,0.558
714939708,Existing Customer,45,M,Graduate,Single,$80K - $120K,Blue,36,1,12810,0,3174,0
708083283,Attrited Customer,58,M,Unknown,Single,$40K - $60K,Blue,45,1,3421,2517,992,0.736
719431608,Existing Customer,63,F,College,Married,$40K - $60K,Blue,53,1,3118,1528,1291,0.49
769411758,Existing Customer,43,M,Graduate,Single,$60K - $80K,Blue,37,3,20013,922,1518,0.046
714248733,Existing Customer,26,F,Unknown,Single,Unknown,Blue,13,1,4395,1240,2272,0.282
804481608,Existing Customer,37,F,Unknown,Single,Less than $40K,Blue,32,3,9661,0,2825,0
714631833,Existing Customer,53,M,Graduate,Married,$60K - $80K,Blue,44,2,1973,1324,1587,0.671
769751958,Existing Customer,55,M,Unknown,Married,$120K +,Blue,49,2,9926,2018,2235,0.203
717999183,Existing Customer,36,M,High School,Married,$60K - $80K,Blue,36,3,4108,1659,2275,0.404
713075283,Existing Customer,51,M,High School,Single,$120K +,Blue,36,1,20741,2504,1818,0.121
711561108,Existing Customer,36,M,Graduate,Single,$80K - $120K,Blue,24,1,16335,892,2733,0.055
709854483,Existing Customer,35,F,High School,Married,Unknown,Blue,17,3,4588,2517,2442,0.549
713630733,Existing Customer,34,F,Graduate,Single,Less than $40K,Blue,24,3,5712,1955,2617,0.342
717599283,Existing Customer,57,M,Doctorate,Married,$60K - $80K,Blue,36,1,5335,1206,1844,0.226
806407308,Attrited Customer,54,F,College,Single,Unknown,Blue,49,2,13184,0,2047,0
712730583,Existing Customer,29,M,Uneducated,Married,$60K - $80K,Blue,20,2,8592,1201,1842,0.14
712142733,Existing Customer,37,F,Post-Graduate,Married,Less than $40K,Blue,26,3,1910,1164,2028,0.609
720153258,Existing Customer,53,F,College,Single,Less than $40K,Blue,45,3,6210,1083,3095,0.174
814086333,Existing Customer,36,M,College,Married,$40K - $60K,Blue,31,2,2220,1337,1685,0.602
715524708,Existing Customer,49,M,Unknown,Single,$40K - $60K,Silver,41,2,20756,1710,1502,0.082
713307708,Existing Customer,64,F,Unknown,Married,$40K - $60K,Blue,55,3,2895,2517,1541,0.869
714069858,Existing Customer,53,M,Graduate,Married,$60K - $80K,Blue,36,3,3539,2517,1677,0.711
712789383,Existing Customer,52,M,Graduate,Married,$120K +,Blue,44,1,9274,2097,2048,0.226
787983633,Existing Customer,35,F,Uneducated,Married,Less than $40K,Blue,26,1,3187,2517,2072,0.79
758583708,Attrited Customer,37,F,Graduate,Single,Less than $40K,Blue,24,1,2802,2460,1406,0.878
717130383,Existing Customer,50,M,Uneducated,Married,$60K - $80K,Blue,36,3,2334,707,1386,0.303
720770883,Existing Customer,65,F,Graduate,Single,Less than $40K,Blue,56,3,1438.3,0,2249,0
716797758,Existing Customer,53,F,Unknown,Married,Less than $40K,Blue,44,2,3519,0,1670,0
713835258,Existing Customer,53,M,Unknown,Married,$120K +,Blue,48,2,3088,2083,1561,0.675
720677733,Existing Customer,40,M,Graduate,Married,$80K - $120K,Silver,36,3,34516,1002,2579,0.029
718587858,Existing Customer,39,M,High School,Married,$60K - $80K,Blue,31,1,11906,2032,1642,0.171
710263608,Existing Customer,53,F,High School,Married,Unknown,Blue,36,2,11098,821,2156,0.074
715055433,Existing Customer,36,M,Uneducated,Married,$60K - $80K,Blue,22,3,2224,1772,2004,0.797
715498308,Existing Customer,35,F,Graduate,Married,$40K - $60K,Blue,36,3,3454,1603,1575,0.464
708099183,Existing Customer,37,F,High School,Single,Less than $40K,Blue,36,2,5723,1873,2732,0.327
716452908,Existing Customer,36,F,Unknown,Single,Less than $40K,Blue,36,2,9239,1421,2246,0.154
789959283,Existing Customer,39,M,College,Single,$80K - $120K,Blue,24,3,4061,1775,1602,0.437
713536158,Existing Customer,65,M,College,Married,Less than $40K,Blue,56,3,4189,0,1597,0
716750358,Existing Customer,45,F,Unknown,Married,Less than $40K,Blue,32,1,6373,1562,3483,0.245
815299833,Existing Customer,38,F,Graduate,Married,Less than $40K,Blue,33,2,2228,1717,2334,0.771
721003008,Attrited Customer,36,F,Graduate,Married,Less than $40K,Blue,24,2,3261,2517,856,0.772
779883933,Existing Customer,40,F,Graduate,Married,Less than $40K,Blue,24,3,8014,1402,1596,0.175
716612958,Existing Customer,35,F,College,Married,$40K - $60K,Blue,29,1,10980,1726,1830,0.157
715859058,Existing Customer,54,M,Post-Graduate,Married,$120K +,Blue,42,3,3092,2165,1369,0.7
772031733,Existing Customer,40,M,Graduate,Single,$80K - $120K,Blue,29,1,14315,690,2603,0.048
720668358,Existing Customer,59,M,Uneducated,Single,$40K - $60K,Blue,46,3,1648,997,1776,0.605
778708533,Attrited Customer,26,F,High School,Single,$40K - $60K,Blue,13,2,1730,1616,869,0.934
719649408,Existing Customer,46,M,High School,Married,$60K - $80K,Blue,35,3,13768,763,1390,0.055
715457658,Existing Customer,29,F,Graduate,Married,Unknown,Blue,19,3,1709,1465,1757,0.857
711934308,Existing Customer,38,M,Graduate,Single,$40K - $60K,Blue,19,2,1705,0,3342,0
781326483,Existing Customer,31,M,Graduate,Divorced,$60K - $80K,Blue,25,1,8673,0,2457,0
712557708,Existing Customer,35,M,High School,Married,$60K - $80K,Blue,21,2,6391,2317,2274,0.363
789187908,Existing Customer,56,M,Uneducated,Married,$80K - $120K,Blue,45,2,11102,1946,1448,0.175
773297508,Existing Customer,34,M,College,Married,$80K - $120K,Blue,28,1,24765,1999,1544,0.081
